GameMode,Capture,19:14:52.488
PlayerTeamJoin,Maclobster,Blue Team,19:14:52.488
PlayerTeamJoin,frankof,Red Team,19:14:52.496
PlayerSteamId,Maclobster,7.656119803290902e+16,19:14:52.663
PlayerSteamId,frankof,7.656119800144824e+16,19:14:52.663
PlayerTeamJoin,LDV_Ice_man,Red Team,19:14:52.702
PlayerSteamId,LDV_Ice_man,7.656119800990947e+16,19:14:53.97
PlayerTeamJoin,largsarg,Blue Team,19:14:55.500
PlayerSteamId,largsarg,7.656119801035789e+16,19:14:55.596
PlayerTeamJoin,(-n00b-)Bones,Blue Team,19:14:55.668
PlayerSteamId,(-n00b-)Bones,7.656119806398389e+16,19:14:55.796
PlayerTeamJoin,Tear,Red Team,19:15:1.781
PlayerSteamId,Tear,7.65611979704854e+16,19:15:2.7
PlayerTeamJoin,TheTots,Red Team,19:15:22.740
PlayerSteamId,TheTots,7.656119801540038e+16,19:15:22.900
PlayerTeamJoin,Rawrster,Blue Team,19:15:46.110
PlayerSteamId,Rawrster,7.656119799326024e+16,19:15:46.204
PlayerTeamJoin,cavably,Red Team,19:15:50.404
PlayerTeamJoin,Aranjah,Blue Team,19:15:50.503
PlayerSteamId,cavably,7.656119797698886e+16,19:15:50.566
PlayerSteamId,Aranjah,7.656119799531517e+16,19:15:50.598
PlayerSteamId,acka,7.65611980523623e+16,19:15:52.197
PlayerTeamJoin,Cosmo,Red Team,19:15:52.366
PlayerSteamId,Cosmo,7.656119817400886e+16,19:15:52.495
PlayerTeamJoin,acka,Blue Team,19:15:52.71
PlayerJoin,|-[U||S||A]-DannyBoy|,19:16:15.702
MatchState,MatchStart,19:16:15.702
VehicleSpawned,Maclobster,Wolverine,19:16:15.715
VehicleSpawned,largsarg,Timberwolf,19:16:15.726
VehicleSpawned,frankof,T11 Dauntless,19:16:15.739
VehicleSpawned,LDV_Ice_man,Kodiak,19:16:15.749
VehicleSpawned,Tear,T11 Dauntless,19:16:15.763
VehicleSpawned,TheTots,Timberwolf,19:16:15.775
VehicleSpawned,cavably,Wolverine,19:16:15.787
VehicleSpawned,(-n00b-)Bones,T11 Dauntless,19:16:15.801
VehicleSpawned,Rawrster,Wolverine,19:16:15.813
VehicleSpawned,acka,T11 Dauntless,19:16:15.826
VehicleSpawned,Aranjah,T11 Dauntless,19:16:15.838
VehicleSpawned,Cosmo,T11 Dauntless,19:16:15.853
Version,11.08.234659,19:16:15.854
MapName,ESPM_Urban_P,19:16:15.854
PlayersPerTeam,6.0,6.0,19:16:15.854
PlayerSteamId,|-[U||S||A]-DannyBoy|,7.656119811396574e+16,19:16:15.980
LocationEvent,frankof,-36153.359375,-25819.40625,404.337585,19:16:16.724
LocationEvent,LDV_Ice_man,-35092.621094,-27587.113281,414.121338,19:16:16.724
LocationEvent,Cosmo,-34736.785156,-25817.361328,411.394928,19:16:16.724
LocationEvent,Aranjah,37406.964844,41313.0625,397.406647,19:16:16.724
LocationEvent,Rawrster,37807.109375,36512.316406,404.687103,19:16:16.724
LocationEvent,acka,36406.976563,37013.0625,397.566925,19:16:16.724
LocationEvent,Maclobster,37407.222656,43113.0625,407.940826,19:16:16.724
LocationEvent,(-n00b-)Bones,37406.464844,38113.511719,388.305115,19:16:16.724
LocationEvent,cavably,-32971.742188,-27587.65625,412.490936,19:16:16.724
LocationEvent,Tear,-36860.175781,-28647.576172,396.155701,19:16:16.724
LocationEvent,TheTots,-32825.757813,-26451.558594,432.895203,19:16:16.724
LocationEvent,largsarg,36602.621094,35812.523438,397.906067,19:16:16.724
LocationEvent,largsarg,36602.578125,35812.40625,398.207031,19:16:17.722
LocationEvent,frankof,-36153.359375,-25819.40625,404.945374,19:16:17.722
LocationEvent,Aranjah,37406.964844,41313.0625,397.406647,19:16:17.722
LocationEvent,TheTots,-32684.273438,-26310.78125,436.703491,19:16:17.722
LocationEvent,LDV_Ice_man,-35092.621094,-27587.113281,414.121338,19:16:17.722
LocationEvent,Cosmo,-34617.746094,-25685.806641,417.032623,19:16:17.722
LocationEvent,Tear,-36860.238281,-28647.640625,397.889343,19:16:17.722
LocationEvent,acka,36406.972656,37013.0625,397.569885,19:16:17.722
LocationEvent,Rawrster,37807.109375,36512.316406,404.687103,19:16:17.722
LocationEvent,cavably,-32971.769531,-27587.708984,412.545258,19:16:17.722
LocationEvent,Maclobster,37407.222656,43113.0625,407.940826,19:16:17.722
LocationEvent,(-n00b-)Bones,37406.445313,38113.613281,388.340912,19:16:17.722
LocationEvent,(-n00b-)Bones,37392.109375,38113.882813,388.542419,19:16:18.723
LocationEvent,Maclobster,37407.222656,43113.0625,407.940826,19:16:18.723
LocationEvent,TheTots,-32332.623047,-25965.125,423.618774,19:16:18.723
LocationEvent,Aranjah,37406.964844,41313.0625,397.406647,19:16:18.723
LocationEvent,largsarg,36561.597656,35811.921875,401.204346,19:16:18.723
LocationEvent,frankof,-36153.359375,-25819.40625,404.945374,19:16:18.723
LocationEvent,Rawrster,37807.109375,36512.316406,404.687103,19:16:18.723
LocationEvent,Cosmo,-34408.535156,-25375.806641,421.076569,19:16:18.724
LocationEvent,LDV_Ice_man,-35092.621094,-27587.113281,414.121338,19:16:18.724
LocationEvent,acka,36406.972656,37013.0625,397.569885,19:16:18.724
LocationEvent,Tear,-36860.238281,-28647.640625,397.889343,19:16:18.724
LocationEvent,cavably,-32971.769531,-27587.708984,412.545258,19:16:18.724
LocationEvent,cavably,-32906.519531,-27522.544922,412.836609,19:16:19.724
LocationEvent,Tear,-36860.238281,-28647.640625,397.889343,19:16:19.724
LocationEvent,Aranjah,37406.964844,41313.0625,397.406647,19:16:19.724
LocationEvent,TheTots,-31830.566406,-25518.042969,429.949249,19:16:19.724
LocationEvent,(-n00b-)Bones,37166.214844,38114.660156,390.027191,19:16:19.725
LocationEvent,Maclobster,37407.222656,43113.0625,407.940826,19:16:19.725
LocationEvent,LDV_Ice_man,-35093.226563,-27586.753906,414.032471,19:16:19.725
LocationEvent,frankof,-36131.96875,-25798.023438,405.822968,19:16:19.725
LocationEvent,largsarg,36238.125,35800.667969,401.155762,19:16:19.725
LocationEvent,Cosmo,-34190.199219,-24948.617188,418.594818,19:16:19.725
LocationEvent,Rawrster,37809.324219,36503.800781,404.676422,19:16:19.725
LocationEvent,acka,36406.972656,37013.0625,397.569885,19:16:19.725
LocationEvent,acka,36406.972656,37013.0625,397.569885,19:16:20.725
LocationEvent,Rawrster,37698.550781,36438.804688,404.191833,19:16:20.725
LocationEvent,TheTots,-31244.322266,-25025.986328,440.115753,19:16:20.725
LocationEvent,Aranjah,37406.964844,41313.0625,397.406647,19:16:20.725
LocationEvent,cavably,-32633.21875,-27249.132813,412.601379,19:16:20.725
LocationEvent,Tear,-36861.496094,-28646.941406,397.58725,19:16:20.725
LocationEvent,Cosmo,-34082.742188,-24416.027344,435.407166,19:16:20.725
LocationEvent,Maclobster,37407.222656,43113.0625,407.940826,19:16:20.725
LocationEvent,(-n00b-)Bones,36982.257813,38105.914063,390.427765,19:16:20.725
LocationEvent,largsarg,35872.976563,35660.316406,402.425629,19:16:20.725
LocationEvent,LDV_Ice_man,-35031.519531,-27406.394531,414.170135,19:16:20.725
LocationEvent,frankof,-35946.691406,-25620.140625,405.475067,19:16:20.725
LocationEvent,frankof,-35665.335938,-25491.126953,408.963501,19:16:21.724
LocationEvent,LDV_Ice_man,-34876.699219,-26962.457031,414.507507,19:16:21.724
LocationEvent,Aranjah,37406.964844,41313.0625,397.406647,19:16:21.724
LocationEvent,TheTots,-30583.355469,-24476.283203,446.274902,19:16:21.724
LocationEvent,acka,36359.832031,37013.0625,398.407959,19:16:21.724
LocationEvent,Rawrster,37220.660156,36141.542969,399.310303,19:16:21.724
LocationEvent,(-n00b-)Bones,36707.425781,38055.371094,392.304993,19:16:21.724
LocationEvent,Tear,-36866.664063,-28645.013672,397.838898,19:16:21.724
LocationEvent,cavably,-32464.066406,-27081.732422,415.075623,19:16:21.724
LocationEvent,Maclobster,37232.132813,43113.0625,408.396881,19:16:21.724
LocationEvent,Cosmo,-34087.878906,-23792.871094,422.664703,19:16:21.724
LocationEvent,largsarg,35638.21875,35333.871094,402.957001,19:16:21.724
LocationEvent,cavably,-32315.494141,-26861.550781,419.580048,19:16:22.727
LocationEvent,largsarg,35630.835938,34877.109375,403.594025,19:16:22.727
LocationEvent,TheTots,-29814.486328,-23851.755859,474.313812,19:16:22.727
LocationEvent,Aranjah,37406.964844,41313.0625,397.406647,19:16:22.727
LocationEvent,frankof,-35357.46875,-25564.720703,412.820679,19:16:22.727
LocationEvent,LDV_Ice_man,-34735.101563,-26427.179688,415.474915,19:16:22.727
LocationEvent,Cosmo,-34132.445313,-23031.390625,449.454346,19:16:22.727
LocationEvent,Rawrster,36613.832031,35698.175781,402.838684,19:16:22.727
LocationEvent,acka,36034.164063,37013.113281,398.676392,19:16:22.727
LocationEvent,Tear,-36849.570313,-28530.197266,399.430389,19:16:22.727
LocationEvent,(-n00b-)Bones,36339.058594,37980.777344,395.334045,19:16:22.728
LocationEvent,Maclobster,36681.695313,43167.636719,408.15863,19:16:22.728
LocationEvent,Tear,-36833.957031,-28166.65625,400.961151,19:16:23.722
LocationEvent,(-n00b-)Bones,35999.101563,37827.871094,397.638184,19:16:23.722
LocationEvent,Aranjah,37406.964844,41313.0625,397.406647,19:16:23.722
LocationEvent,TheTots,-29023.316406,-23213.558594,470.083557,19:16:23.722
LocationEvent,cavably,-32035.214844,-26370.417969,422.863495,19:16:23.722
